0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
代码,行使价,买,卖,最新,隐含波动率,DM,成交量,未平仓,VB,VA,HV30,HV60,HV90,代码,行使价,买,卖,最新,隐含波动率,DM,成交量,未平仓,VB,VA,HV30,HV60,HV90
21-Jul-17 (18天); CSize 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPX 7/21/17 C2450,2450,7.099999428,8.199999809,8,8.012778282,0.287775725,4255,0,1.800742745,1.845014095,,,,SPX 7/21/17 P2450,2450,30.09999084,32.19999695,31.66999817,7.505437374,-0.723671615,345,0,1.725370646,1.829455733,,,
SPX 7/21/17 C2455,2455,5.5,6.400000572,6.050000191,7.78323555,0.243346289,719,0,1.645274878,1.702541947,,,,SPX 7/21/17 P2455,2455,33.3999939,35.6000061,27.44999695,7.259294033,-0.770757318,500,0,1.514577985,1.690068483,,,
SPX 7/21/17 C2460,2460,4.199999809,5,4.5,7.620007515,0.20275335,1063,0,1.470996499,1.545077682,,,,SPX 7/21/17 P2460,2460,37,39.19999695,28.6000061,6.999135494,-0.816102684,173,0,1.256719232,1.527160287,,,
SPX 7/21/17 C2465,2465,3.100000381,3.800000191,3.650000572,7.440412998,0.164540231,157,0,1.277676463,1.368726134,,,,SPX 7/21/17 P2465,2465,39.29998779,44.19999695,37.91999817,6.549730778,-0.864956081,6,0,0,1.470766425,,,
SPX 7/21/17 C2470,2470,2.300000191,2.850000381,2.600000381,7.314621925,0.131657869,477,0,1.091879487,1.187909842,,,,SPX 7/21/17 P2470,2470,43.29998779,48.3999939,44.22000122,6.215020657,-0.904726803,5,0,0,1.339592934,,,
SPX 7/21/17 C2475,2475,1.649999619,2.100000381,1.899999619,7.193957806,0.102929488,2317,0,0.905051887,1.007047534,,,,SPX 7/21/17 P2475,2475,41.8999939,52.8999939,50.5,0,-1,188,0,0,1.23321116,,,
SPX 7/21/17 C2480,2480,1.199999809,1.550000191,1.350000381,7.12813139,0.079978675,183,0,0.744349957,0.842132211,,,,SPX 7/21/17 P2480,2480,50.5,57.79998779,53.02000427,0,-1,11,0,0,1.17823863,,,
SPX 7/21/17 C2485,2485,0.850000024,1.199999809,1,7.120208263,0.062385689,461,0,0.595246136,0.712470949,,,,SPX 7/21/17 P2485,2485,56.90000153,62.5,0,5.66797924,-0.971632183,0,0,0,1.099787951,,,
SPX 7/21/17 C2490,2490,0.649999976,0.899999976,0.75,7.150876045,0.048875108,3319,0,0.491239697,0.587910235,,,,SPX 7/21/17 P2490,2490,61.59999847,67.30000305,54.40000916,4.838405609,-0.991251349,1,0,0,1.036644101,,,
SPX 7/21/17 C2495,2495,0.449999988,0.699999988,0.579999983,7.166944027,0.037617259,345,0,0.379695833,0.491604626,,,,SPX 7/21/17 P2495,2495,66.40000153,72.09999084,0,0,-1,0,0,0,0.974953532,,,
SPX 7/21/17 C2500,2500,0.449999988,0.600000024,0.449999988,7.459713936,0.033600811,473,0,0.364539921,0.432640642,,,,SPX 7/21/17 P2500,2500,71.19999695,76.8999939,64.25,0,-1,2,0,0,0.915322304,,,
SPX 7/21/17 C2505,2505,0.25,0.5,0.470000029,7.43346405,0.025072658,13,0,0.242592409,0.374177009,,,,SPX 7/21/17 P2505,2505,76.09999847,81.80000305,0,0,-1,0,0,0,0.873283684,,,
SPX 7/21/17 C2510,2510,0.150000036,0.400000036,0.350000024,7.454948425,0.019024571,181,0,0.166330934,0.314412028,,,,SPX 7/21/17 P2510,2510,81,86.69999695,0,0,-1,0,0,0,0.833541155,,,
SPX 7/21/17 C2515,2515,0.100000024,0.350000024,0.25,7.59583807,0.015605548,62,0,0.120872438,0.279210985,,,,SPX 7/21/17 P2515,2515,85.90000153,91.69999695,0,0,-1,0,0,0,0.812140524,,,
SPX 7/21/17 C2520,2520,0.099999964,0.199999988,0.150000036,7.528487206,0.010912023,224,0,0.116501577,0.187272817,,,,SPX 7/21/17 P2520,2520,90.90000153,96.69999695,84.3500061,0,-1,2,0,0,0.792497396,,,
SPX 7/21/17 C2525,2525,0.050000001,0.300000012,0.189999998,8.027812004,0.01185667,34,0,0.068250425,0.236734673,,,,SPX 7/21/17 P2525,2525,95.80000305,101.5999908,0,0,-1,0,0,0,0.757526755,,,
SPX 7/21/17 C2530,2530,0.050000001,0.25,0.199999988,8.205102921,0.010120655,8,0,0.06603042,0.203567579,,,,SPX 7/21/17 P2530,2530,100.8000031,106.5999908,0,0,-1,0,0,0,0.740445912,,,
SPX 7/21/17 C2535,2535,0.050000001,0.25,0.100000024,8.538341522,0.00976099,6,0,0.063706689,0.197564751,,,,SPX 7/21/17 P2535,2535,105.8000031,111.6999969,100.1500092,0,-1,2,0,0,0.740692258,,,
SPX 7/21/17 C2540,2540,0.050000001,0.25,0.150000036,8.870613098,0.009437541,3177,0,0.061597377,0.19186838,,,,SPX 7/21/17 P2540,2540,110.8000031,116.5999908,0,0,-1,0,0,0,0.709510803,,,
SPX 7/21/17 C2545,2545,0.050000001,0.25,0.120000005,9.199776649,0.009131425,1,0,0.059854079,0.186767414,,,,SPX 7/21/17 P2545,2545,115.6999969,121.5999908,0,0,-1,0,0,0,0.695313573,,,
SPX 7/21/17 C2550,2550,0.050000001,0.199999988,0.090000033,9.319785118,0.007651914,9,0,0.058164191,0.15635623,,,,SPX 7/21/17 P2550,2550,120.6999969,126.5999908,113.3000031,0,-1,1,0,0,0.681784272,,,
SPX 7/21/17 C2555,2555,0.050000001,0.199999988,0,9.637136459,0.007409446,0,0,0.056395013,0.152374178,,,,SPX 7/21/17 P2555,2555,125.6999969,131.6000061,0,0,-1,0,0,0,0.669399083,,,
SPX 7/21/17 C2560,2560,0.050000001,0.199999988,0,9.956974983,0.007204844,0,0,0.05493781,0.148542419,,,,SPX 7/21/17 P2560,2560,130.6999969,136.6000061,0,0,-1,0,0,0,0.657425642,,,
SPX 7/21/17 C2565,2565,0.050000001,0.199999988,0,10.27364254,0.007006311,0,0,0.053574875,0.144959629,,,,SPX 7/21/17 P2565,2565,135.6999969,141.6000061,0,0,-1,0,0,0,0.646069527,,,
SPX 7/21/17 C2570,2570,0.050000001,0.199999988,0,10.5885849,0.006819841,0,0,0.05217509,0.141767681,,,,SPX 7/21/17 P2570,2570,140.6999969,146.6000061,0,0,-1,0,0,0,0.635019898,,,
SPX 7/21/17 C2575,2575,0.050000001,0.199999988,0.120000005,10.90235138,0.006646458,45,0,0.05098198,0.138515487,,,,SPX 7/21/17 P2575,2575,145.6999969,151.6000061,138.3000031,0,-1,2,0,0,0.624923825,,,
SPX 7/21/17 C2580,2580,0,0.199999988,0.100000024,11.85926723,0.009429791,100,0,0,0.135507852,,,,SPX 7/21/17 P2580,2580,150.6999969,156.6000061,0,0,-1,0,0,0,0.615074515,,,
SPX 7/21/17 C2585,2585,0,0.150000036,0,11.76735783,0.007314306,0,0,0,0.108414136,,,,SPX 7/21/17 P2585,2585,155.6999969,161.6000061,0,0,-1,0,0,0,0.605596602,,,
SPX 7/21/17 C2590,2590,0,0.150000036,0,12.08099079,0.007143886,0,0,0,0.106183581,,,,SPX 7/21/17 P2590,2590,160.6999969,166.5,0,0,-1,0,0,0,0.582379818,,,
SPX 7/21/17 C2595,2595,0,0.150000036,0,12.39311218,0.006982442,0,0,0,0.104063265,,,,SPX 7/21/17 P2595,2595,165.6999969,171.5,0,0,-1,0,0,0,0.573930442,,,
SPX 7/21/17 C2600,2600,0,0.150000036,0.050000001,12.70273399,0.006825422,4,0,0,0.101994179,,,,SPX 7/21/17 P2600,2600,170.6000061,176.5,163.3000031,0,-1,1,0,0,0.565872908,,,
SPX 7/21/17 C2605,2605,0,0.150000036,0,13.01200676,0.00668024,0,0,0,0.100074925,,,,SPX 7/21/17 P2605,2605,175.6000061,181.5,0,0,-1,0,0,0,0.558214605,,,
SPX 7/21/17 C2610,2610,0,0.150000036,0.079999983,13.31791496,0.006535308,21,0,0,0.098152943,,,,SPX 7/21/17 P2610,2610,180.6000061,186.5,0,0,-1,0,0,0,0.550645232,,,
SPX 7/21/17 C2615,2615,0,0.100000024,0,13.02946186,0.004606908,0,0,0,0.071941361,,,,SPX 7/21/17 P2615,2615,185.6000061,191.5,0,0,-1,0,0,0,0.543397963,,,
SPX 7/21/17 C2620,2620,0,0.100000024,0,13.32591343,0.004520864,0,0,0,0.070740737,,,,SPX 7/21/17 P2620,2620,190.6000061,196.5,0,0,-1,0,0,0,0.536628902,,,
SPX 7/21/17 C2625,2625,0,0.100000024,0,13.61661053,0.004427151,0,0,0,0.069429688,,,,SPX 7/21/17 P2625,2625,195.6000061,201.5,0,0,-1,0,0,0,0.530013442,,,
SPX 7/21/17 C2630,2630,0,0.100000024,0,13.91012192,0.004347511,0,0,0,0.068312667,,,,SPX 7/21/17 P2630,2630,200.6000061,206.5,0,0,-1,0,0,0,0.52376008,,,
SPX 7/21/17 C2640,2640,0,0.100000024,0,14.48763561,0.004184412,0,0,0,0.066016734,,,,SPX 7/21/17 P2640,2640,210.6000061,216.5,0,0,-1,0,0,0,0.511358678,,,
SPX 7/21/17 C2650,2650,0,0.100000024,0,15.0622139,0.004038202,0,0,0,0.063948736,,,,SPX 7/21/17 P2650,2650,220.6000061,226.5,0,0,-1,0,0,0,0.500264168,,,
SPX 7/21/17 C2660,2660,0,0.100000024,0,15.63463497,0.003907856,0,0,0,0.062097039,,,,SPX 7/21/17 P2660,2660,230.6000061,236.3999939,0,0,-1,0,0,0,0.477033317,,,
SPX 7/21/17 C2670,2670,0,0.100000024,0,16.19929123,0.003780455,0,0,0,0.060279619,,,,SPX 7/21/17 P2670,2670,240.6000061,246.3999939,0,0,-1,0,0,0,0.467083484,,,
SPX 7/21/17 C2700,2700,0,0.100000024,0,17.87324524,0.003456646,0,0,0,0.055625059,,,,SPX 7/21/17 P2700,2700,270.5,276.3999023,0,0,-1,0,0,0,0.441464901,,,
SPX 7/21/17 C2800,2800,0,0.050000001,0,21.79611778,0.001518948,0,0,0,0.0264182,,,,SPX 7/21/17 P2800,2800,370.5,376.2998047,0,0,-1,0,0,0,0.369547695,,,
SPX 7/21/17 C2900,2900,0,0.100000024,0,28.25948334,0.002278762,0,0,0,0.038196731,,,,SPX 7/21/17 P2900,2900,470.3999939,476.1999512,0,0,-1,0,0,0,0.321383357,,,
SPX 7/21/17 C3000,3000,0,0.050000001,0,31.13146591,0.001095759,0,0,0,0.019598449,,,,SPX 7/21/17 P3000,3000,570.2999878,576.1999512,0,0,-1,0,0,0,0.295342863,,,
